time,heading,desired_heading
0.7026128768920898,315.9515686035156,314.7159729003906
0.7715573310852051,315.9435119628906,314.7060241699219
0.8521864414215088,315.9435119628906,314.7060241699219
0.9068698883056641,315.9341735839844,314.7001037597656
0.9673914909362793,315.9341735839844,314.7001037597656
1.0295438766479492,315.9341735839844,314.7001037597656
1.097775936126709,315.9341735839844,314.6926574707031
1.1998698711395264,315.9341735839844,314.6926574707031
1.2977192401885986,316.0113220214844,314.67974853515625
1.4218924045562744,316.0113220214844,314.67974853515625
1.565474271774292,316.0113220214844,314.67974853515625
1.6456022262573242,316.0113220214844,314.66949462890625
1.790867567062378,316.0113220214844,314.66949462890625
1.8621387481689453,315.9781188964844,314.6522216796875
1.9262042045593262,315.9781188964844,314.6522216796875
2.095590829849243,315.9781188964844,314.6413269042969
2.1523642539978027,315.9781188964844,314.6413269042969
2.352217435836792,315.9781188964844,314.6413269042969
2.4065446853637695,315.8330383300781,314.61822509765625
2.462318181991577,315.8330383300781,314.61822509765625
2.5259039402008057,315.8330383300781,314.6086730957031
2.5942914485931396,315.8330383300781,314.6086730957031
2.6512601375579834,315.8751525878906,314.6028747558594
2.7096469402313232,315.8751525878906,314.6028747558594
2.7831485271453857,315.8751525878906,314.6008605957031
2.8420543670654297,315.8751525878906,314.6008605957031
2.902777910232544,315.8228454589844,314.5942077636719
2.9560916423797607,315.8228454589844,314.5942077636719
3.012662887573242,315.8228454589844,314.5942077636719
3.0677154064178467,315.8228454589844,314.5857238769531
3.119208812713623,315.8228454589844,314.5857238769531
3.2036187648773193,315.806396484375,314.57696533203125
3.2567567825317383,315.806396484375,314.57696533203125
3.3095896244049072,315.806396484375,314.5665588378906
3.363823652267456,315.806396484375,314.5665588378906
3.415971040725708,315.806396484375,314.5665588378906
3.468388557434082,315.7999267578125,314.5625
3.5207204818725586,315.7999267578125,314.5625
3.5920212268829346,315.7999267578125,314.5486145019531
3.645414113998413,315.7999267578125,314.5486145019531
3.6982429027557373,315.7640380859375,314.538330078125
3.75752329826355,315.7640380859375,314.538330078125
3.9009783267974854,315.7640380859375,314.538330078125
3.9943654537200928,315.7674560546875,314.5296936035156
4.0902016162872314,315.7674560546875,314.5296936035156
4.249075651168823,315.7674560546875,314.50457763671875
4.321457624435425,315.7674560546875,314.50457763671875
4.458619594573975,315.72698974609375,314.49462890625
4.545943260192871,315.72698974609375,314.49462890625
4.617525815963745,315.72698974609375,314.4749450683594
4.77166485786438,315.72698974609375,314.4749450683594
4.936908006668091,315.72698974609375,314.4749450683594
5.029598951339722,315.6767272949219,314.4465026855469
5.081948280334473,315.6767272949219,314.4465026855469
5.135120868682861,315.6767272949219,314.4207458496094
5.221380949020386,315.6767272949219,314.4207458496094
5.28153657913208,315.63916015625,314.4151306152344
5.338323593139648,315.63916015625,314.4151306152344
5.395655870437622,315.63916015625,314.4151306152344
5.449019193649292,315.63916015625,314.3992004394531
5.522765636444092,315.63916015625,314.3992004394531
5.609074115753174,315.615478515625,314.38470458984375
5.669492959976196,315.615478515625,314.3736877441406
5.728593111038208,315.615478515625,314.3736877441406
5.782918691635132,315.615478515625,314.3736877441406
5.846896648406982,315.5982971191406,314.3622131347656
5.905997037887573,315.5982971191406,314.3622131347656
5.9607884883880615,315.5982971191406,314.3543395996094
6.0123677253723145,315.5982971191406,314.3543395996094
6.106131553649902,315.5982971191406,314.3543395996094
6.1615660190582275,315.570068359375,314.3408508300781
6.219667673110962,315.570068359375,314.323486328125
6.282390356063843,315.570068359375,314.323486328125
6.336635112762451,315.570068359375,314.323486328125
6.3953635692596436,315.5500793457031,314.32073974609375
6.477886438369751,315.5500793457031,314.32073974609375
6.63598370552063,315.5500793457031,314.303955078125
6.800006866455078,315.5500793457031,314.303955078125
6.968425989151001,315.504638671875,314.2787780761719
7.0622594356536865,315.504638671875,314.2787780761719
7.21819281578064,315.504638671875,314.24700927734375
7.291567087173462,315.504638671875,314.24700927734375
7.463960409164429,315.504638671875,314.24700927734375
7.522633790969849,315.45440673828125,314.2118835449219
7.587119102478027,315.45440673828125,314.2118835449219
7.647999048233032,315.45440673828125,314.194091796875
7.805387020111084,315.45440673828125,314.194091796875
7.867850303649902,315.45440673828125,314.194091796875
8.031870126724243,315.40118408203125,314.1757507324219
8.113619327545166,315.40118408203125,314.1757507324219
8.16847538948059,315.40118408203125,314.1757507324219
8.226040124893188,315.40118408203125,314.13909912109375
8.2818763256073,315.40118408203125,314.13909912109375
8.337592363357544,315.3612976074219,314.12890625
8.432398557662964,315.3612976074219,314.12890625
8.490900993347168,315.3612976074219,314.1178283691406
8.548780918121338,315.3612976074219,314.1178283691406
8.604892492294312,315.3382568359375,314.1010437011719
8.662794589996338,315.3382568359375,314.1010437011719
8.713516235351562,315.3382568359375,314.0895690917969
8.7644784450531,315.3382568359375,314.0895690917969
8.820716142654419,315.3382568359375,314.0895690917969
8.875376462936401,315.3124084472656,314.0810546875
8.935760736465454,315.3124084472656,314.0810546875
8.990452527999878,315.3124084472656,314.06085205078125
9.056813716888428,315.3124084472656,314.06085205078125
9.12039589881897,315.2870178222656,314.048095703125
9.173001050949097,315.2870178222656,314.048095703125
9.2788565158844,315.2870178222656,314.048095703125
9.40352988243103,315.2870178222656,314.0377197265625
9.49874496459961,315.2524719238281,314.0135498046875
9.62773585319519,315.2524719238281,314.0135498046875
9.72883129119873,315.2524719238281,314.0135498046875
9.81082820892334,315.2524719238281,313.98565673828125
9.885056257247925,315.2524719238281,313.98565673828125
10.05813193321228,315.2524719238281,313.98565673828125
10.11900782585144,315.1871032714844,313.9652404785156
10.28489637374878,315.1871032714844,313.9652404785156
10.338069200515747,315.1871032714844,313.9226989746094
10.501201152801514,315.1871032714844,313.9226989746094
10.582856178283691,315.1235656738281,313.88824462890625
10.66092562675476,315.1235656738281,313.88824462890625
10.71763825416565,315.1235656738281,313.8772888183594
10.805619716644287,315.1235656738281,313.8772888183594
10.863394498825073,315.1055908203125,313.8688659667969
10.94451642036438,315.1055908203125,313.8580627441406
11.00331997871399,315.1055908203125,313.8580627441406
11.060956001281738,315.0783996582031,313.8441162109375
11.115712881088257,315.0783996582031,313.8441162109375
11.184585809707642,315.0783996582031,313.8441162109375
11.2423996925354,315.0783996582031,313.8299560546875
11.318799018859863,315.0783996582031,313.8299560546875
11.372893571853638,315.0453186035156,313.8139343261719
11.424481868743896,315.0453186035156,313.8139343261719
11.481107711791992,315.0453186035156,313.8005676269531
11.536991596221924,315.0453186035156,313.8005676269531
11.594019174575806,315.0215148925781,313.7832336425781
11.658236265182495,315.0215148925781,313.7832336425781
11.75142526626587,315.0215148925781,313.7718811035156
11.810433626174927,315.0215148925781,313.7718811035156
11.976215600967407,314.9939880371094,313.7580261230469
12.140689373016357,314.9939880371094,313.7580261230469
12.234820365905762,314.9939880371094,313.7580261230469
12.343398332595825,314.9939880371094,313.7100524902344
12.457956790924072,314.9939880371094,313.7100524902344
12.579360485076904,314.9140319824219,313.68328857421875
12.649808645248413,314.9140319824219,313.68328857421875
12.752135038375854,314.9140319824219,313.6474914550781
12.840664148330688,314.9140319824219,313.6474914550781
13.016671419143677,314.9140319824219,313.6474914550781
13.198140382766724,314.8629455566406,313.6187744140625
13.296476364135742,314.8629455566406,313.6187744140625
13.387405633926392,314.8629455566406,313.5704040527344
13.443961381912231,314.8629455566406,313.5704040527344
13.495034217834473,314.8629455566406,313.5704040527344
13.565486669540405,314.7867126464844,313.54522705078125
13.723967790603638,314.7867126464844,313.54522705078125
13.778918981552124,314.776123046875,313.52581787109375
13.831025123596191,314.776123046875,313.52581787109375
13.881757259368896,314.776123046875,313.52581787109375
13.946113586425781,314.776123046875,313.521240234375
14.004223823547363,314.776123046875,313.521240234375
14.069804906845093,314.745849609375,313.5122985839844
14.125691890716553,314.745849609375,313.5122985839844
14.195363998413086,314.745849609375,313.4905090332031
14.27736210823059,314.745849609375,313.4905090332031
14.33175778388977,314.72857666015625,313.47723388671875
14.387744665145874,314.72857666015625,313.47723388671875
14.447451829910278,314.72857666015625,313.4690246582031
14.500478029251099,314.72857666015625,313.4690246582031
14.561702251434326,314.72857666015625,313.4690246582031
14.709672451019287,314.6900329589844,313.45416259765625
14.830665588378906,314.6900329589844,313.45416259765625
14.923949956893921,314.6900329589844,313.4076232910156
15.0441575050354,314.6900329589844,313.4076232910156
15.120189666748047,314.6900329589844,313.4076232910156
15.207284450531006,314.599365234375,313.37481689453125
15.31050443649292,314.599365234375,313.37481689453125
15.403688430786133,314.599365234375,313.37481689453125
15.487216472625732,314.599365234375,313.3360900878906
15.626650333404541,314.599365234375,313.3360900878906
15.700575351715088,314.5406188964844,313.2980041503906
15.761670589447021,314.5406188964844,313.2980041503906
15.817045211791992,314.5406188964844,313.2980041503906
15.877223014831543,314.5406188964844,313.26995849609375
15.944055795669556,314.5406188964844,313.26995849609375
16.00559902191162,314.4832458496094,313.23907470703125
16.061065673828125,314.4832458496094,313.23907470703125
16.116826057434082,314.4832458496094,313.22930908203125
16.167353868484497,314.4832458496094,313.22930908203125
16.219738245010376,314.4832458496094,313.22930908203125
16.283962726593018,314.4398498535156,313.19781494140625
16.357775449752808,314.4398498535156,313.19781494140625
16.411985397338867,314.4398498535156,313.18023681640625
16.472005605697632,314.4398498535156,313.18023681640625
16.57343554496765,314.4039001464844,313.1698913574219
16.6293625831604,314.4039001464844,313.1405944824219
16.685235500335693,314.4039001464844,313.1405944824219
16.755765438079834,314.4039001464844,313.1405944824219
16.81109929084778,314.3710632324219,313.1338806152344
16.86473274230957,314.3710632324219,313.1338806152344
16.9493887424469,314.3710632324219,313.10601806640625
17.003304719924927,314.3710632324219,313.10601806640625
17.086947202682495,314.3403625488281,313.0893249511719
17.15491557121277,314.3403625488281,313.0893249511719
17.214091777801514,314.3403625488281,313.0755920410156
17.27586054801941,314.3403625488281,313.0755920410156
17.449350118637085,314.3002624511719,313.05584716796875
17.507219552993774,314.3002624511719,313.05584716796875
17.716716289520264,314.3002624511719,313.0162353515625
17.80389380455017,314.3002624511719,313.0162353515625
17.962016105651855,314.1787109375,312.94775390625
18.046493530273438,314.1787109375,312.94775390625
18.158173322677612,314.1787109375,312.8961486816406
18.231837511062622,314.1787109375,312.8961486816406
18.336336851119995,314.1787109375,312.8961486816406
18.441526651382446,314.0840759277344,312.8564453125
18.50039792060852,314.0840759277344,312.8564453125
18.661177396774292,314.0840759277344,312.81207275390625
18.722222566604614,314.0840759277344,312.81207275390625
18.888140201568604,314.0840759277344,312.81207275390625
18.9731764793396,314.00537109375,312.75885009765625
19.047592401504517,314.00537109375,312.75885009765625
19.10528564453125,314.00537109375,312.69940185546875
19.168062210083008,314.00537109375,312.69940185546875
19.225228548049927,313.92578125,312.675537109375
19.281482696533203,313.92578125,312.675537109375
19.339176654815674,313.92578125,312.64801025390625
19.394691705703735,313.92578125,312.64801025390625
19.450123071670532,313.92578125,312.64801025390625
19.509877920150757,313.8161926269531,312.6307678222656
19.561262845993042,313.8161926269531,312.6307678222656
19.617491960525513,313.8161926269531,312.591064453125
19.676221132278442,313.8161926269531,312.591064453125
19.73048496246338,313.8161926269531,312.591064453125
19.786885738372803,313.8299865722656,312.567626953125
19.84624671936035,313.8299865722656,312.567626953125
19.900500535964966,313.8299865722656,312.54620361328125
19.96890878677368,313.8299865722656,312.54620361328125
20.073868989944458,313.7450866699219,312.50360107421875
20.180545330047607,313.7450866699219,312.50360107421875
20.266610383987427,313.7450866699219,312.50360107421875
20.362870693206787,313.7450866699219,312.4407043457031
20.481839418411255,313.7450866699219,312.4407043457031
20.56054449081421,313.6224365234375,312.3764343261719
20.647258520126343,313.6224365234375,312.3764343261719
20.746330738067627,313.6224365234375,312.3206481933594
20.809109210968018,313.6224365234375,312.3206481933594
20.97240114212036,313.6224365234375,312.3206481933594
21.142785787582397,313.494384765625,312.2492370605469
21.24226140975952,313.494384765625,312.2492370605469
21.299349546432495,313.494384765625,312.16796875
21.35828924179077,313.494384765625,312.16796875
21.410598754882812,313.4042663574219,312.1500244140625
21.467037439346313,313.4042663574219,312.1500244140625
21.53585147857666,313.4042663574219,312.1500244140625
21.591155767440796,313.4042663574219,312.1153259277344
