time,rpm,duty_cycle,v_in,c_in,c_motor,temp_motor,time_ms,amp_hours,amp_hours_charged,motor_wattage,v_out
1741632623.1939914,0.14285714285714285,0.0,45.1,0.0,-1.22,-84.4,14480725.0,0.0,0.0,-0.0009682539682539682,0.0007936507936507937
1741632623.2444048,0.0,0.0,45.2,0.0,-1.26,-83.3,14351526.0,0.0,0.0,-0.0,0.0
1741632623.2938223,0.0,0.0,45.2,0.0,-1.17,-82.5,14417098.0,0.0,0.0,-0.0,0.0
1741632623.3454037,0.0,0.0,45.1,0.0,-1.26,-82.1,14417098.0,0.0,0.0,-0.0,0.0
1741632623.3941295,0.0,0.0,45.2,0.0,-1.17,-81.9,14351562.0,0.0,0.0,-0.0,0.0
1741632623.4443061,0.0,0.0,45.0,0.0,-1.25,-81.9,14482547.0,0.0,0.0,-0.0,0.0
1741632623.494738,0.0,0.0,45.0,0.0,-1.2,-81.5,14417112.0,0.0,0.0,-0.0,0.0
1741632623.5454865,0.0,0.0,45.0,0.0,-1.24,-81.5,14417081.0,0.0,0.0,-0.0,0.0
1741632623.5943787,0.0,0.0,45.1,0.0,-1.27,-81.4,14351545.0,0.0,0.0,-0.0,0.0
1741632623.6444318,0.0,0.0,45.1,0.0,-1.35,-81.7,14548170.0,0.0,0.0,-0.0,0.0
1741632623.6947827,0.0,0.0,45.0,0.0,-1.15,-82.3,14417081.0,0.0,0.0,-0.0,0.0
1741632623.7442358,0.0,0.0,45.2,0.0,-1.36,-82.1,14286076.0,0.0,0.0,-0.0,0.0
1741632623.7945168,0.0,0.0,45.2,0.0,-1.18,-82.1,14415189.0,0.0,0.0,-0.0,0.0
1741632623.894741,0.0,0.0,45.2,0.0,-1.25,-81.6,14547981.0,0.0,0.0,-0.0,0.0
1741632623.9446228,0.0,0.0,45.1,0.0,-1.21,-81.2,14482508.0,0.0,0.0,-0.0,0.0
1741632623.9938455,0.0,0.0,45.1,0.0,-1.28,-81.0,14417081.0,0.0,0.0,-0.0,0.0
1741632624.0441067,0.0,0.0,45.1,0.0,-1.25,-81.2,14482617.0,0.0,0.0,-0.0,0.0
1741632624.0941262,0.0,0.0,45.1,0.0,-1.26,-81.3,14417098.0,0.0,0.0,-0.0,0.0
1741632624.1442833,0.0,0.0,45.0,0.0,-1.26,-81.6,14351545.0,0.0,0.0,-0.0,0.0
1741632624.1939368,0.0,0.0,45.1,0.0,-1.33,-81.8,14351612.0,0.0,0.0,-0.0,0.0
1741632624.2445261,0.0,0.0,45.1,0.0,-1.27,-81.8,14351562.0,0.0,0.0,-0.0,0.0
1741632624.3442483,0.0,0.0,45.2,0.0,-1.24,-81.5,14548044.0,0.0,0.0,-0.0,0.0
1741632624.3937883,0.0,0.0,45.2,0.0,-1.21,-81.5,14613706.0,0.0,0.0,-0.0,0.0
1741632624.544819,0.0,0.0,45.2,0.0,-1.24,-81.4,14417039.0,0.0,0.0,-0.0,0.0
1741632624.5937934,0.0,0.0,45.1,0.0,-1.26,-81.7,14417112.0,0.0,0.0,-0.0,0.0
1741632624.744346,0.0,0.0,44.8,0.0,-1.22,-82.0,14548170.0,0.0,0.0,-0.0,0.0
1741632624.7937694,0.0,0.0,45.1,0.0,-1.2,-81.9,14417081.0,0.0,0.0,-0.0,0.0
1741632624.8439863,0.0,0.0,45.2,0.0,-1.21,-81.8,14417081.0,0.0,0.0,-0.0,0.0
1741632624.8949873,0.0,0.0,45.0,0.0,-1.19,-81.8,14482617.0,0.0,0.0,-0.0,0.0
1741632624.9443333,0.0,0.0,45.2,0.0,-1.27,-81.8,14548153.0,0.0,0.0,-0.0,0.0
1741632624.993822,0.0,0.0,45.0,0.0,-1.24,-81.6,14548197.0,0.0,0.0,-0.0,0.0
1741632625.0443563,0.0,0.0,45.2,0.0,-1.22,-81.8,14417081.0,0.0,0.0,-0.0,0.0
1741632625.0948112,0.0,0.0,45.1,0.0,-1.23,-81.5,14482617.0,0.0,0.0,-0.0,0.0
1741632625.1445878,0.0,0.0,45.1,0.0,-1.36,-81.9,14482617.0,0.0,0.0,-0.0,0.0
1741632625.1938374,0.0,0.0,45.0,0.0,-1.19,-81.9,14417098.0,0.0,0.0,-0.0,0.0
1741632625.3444674,0.0,0.0,45.0,0.0,-1.25,-82.1,14417158.0,0.0,0.0,-0.0,0.0
1741632625.393679,0.0,0.0,45.2,0.0,-1.21,-82.1,14417081.0,0.0,0.0,-0.0,0.0
1741632625.4445813,0.0,0.0,45.2,0.0,-1.16,-81.9,14482617.0,0.0,0.0,-0.0,0.0
1741632625.5452683,0.0,0.0,45.1,0.0,-1.29,-81.3,14482634.0,0.0,0.0,-0.0,0.0
1741632625.5941107,0.0,0.0,45.1,0.0,-1.24,-81.5,14482617.0,0.0,0.0,-0.0,0.0
1741632625.6448672,0.0,0.0,45.2,0.0,-1.22,-81.9,14482508.0,0.0,0.0,-0.0,0.0
1741632625.74487,0.0,0.0,45.1,0.0,-1.24,-82.1,14417081.0,0.0,0.0,-0.0,0.0
1741632625.7947829,0.0,0.0,45.2,0.0,-1.14,-81.6,14417039.0,0.0,0.0,-0.0,0.0
1741632625.8451536,0.0,0.0,45.0,0.0,-1.22,-81.8,14482648.0,0.0,0.0,-0.0,0.0
1741632625.8950322,0.0,0.0,45.1,0.0,-1.26,-81.7,14482547.0,0.0,0.0,-0.0,0.0
1741632625.9447722,0.0,0.0,45.1,0.0,-1.16,-81.7,14482617.0,0.0,0.0,-0.0,0.0
1741632625.9942386,0.0,0.0,45.0,0.0,-1.25,-81.7,14482508.0,0.0,0.0,-0.0,0.0
1741632626.0444014,0.0,0.0,45.1,0.0,-1.21,-81.8,14417081.0,0.0,0.0,-0.0,0.0
1741632626.0949976,0.0,0.0,45.2,0.0,-1.27,-81.6,14482617.0,0.0,0.0,-0.0,0.0
1741632626.1446044,0.0,0.0,45.2,0.0,-1.26,-81.9,14415189.0,0.0,0.0,-0.0,0.0
1741632626.194113,0.0,0.0,45.2,0.0,-1.31,-81.8,14546261.0,0.0,0.0,-0.0,0.0
1741632626.2946115,0.0,0.0,45.2,0.0,-1.15,-81.9,14613689.0,0.0,0.0,-0.0,0.0
1741632626.3445876,0.0,0.0,45.0,0.0,-1.24,-82.5,14482648.0,0.0,0.0,-0.0,0.0
1741632626.3941429,0.0,0.0,45.1,0.0,-1.31,-82.6,14482634.0,0.0,0.0,-0.0,0.0
1741632626.494463,0.0,0.0,45.3,0.0,-1.23,-82.3,14482508.0,0.0,0.0,-0.0,0.0
1741632626.6438837,0.0,0.0,45.1,0.0,-1.24,-81.6,14482634.0,0.0,0.0,-0.0,0.0
1741632626.6949644,0.0,0.0,45.0,0.0,-1.27,-81.6,14613706.0,0.0,0.0,-0.0,0.0
1741632626.7444568,0.0,0.0,45.0,0.0,-1.21,-81.7,14482634.0,0.0,0.0,-0.0,0.0
