time,rpm,duty_cycle,v_in,c_in,c_motor,temp_motor,time_ms,amp_hours,amp_hours_charged,motor_wattage,v_out
1741632622.5936213,323.42857142857144,0.045,45.3,0.17,8.04,-77.7,14351612.0,0.0,0.0,14.44647619047619,1.7968253968253969
1741632622.64399,330.0,0.041,45.0,0.18,8.05,-79.2,14351612.0,0.0,0.0,14.758333333333336,1.8333333333333333
1741632622.6941514,207.14285714285714,0.028,45.2,0.28,15.31,-79.5,14417081.0,0.0,0.0,17.618650793650794,1.1507936507936507
1741632622.744153,150.42857142857142,0.0,45.1,0.22,2.76,-80.4,14546261.0,0.0,0.0,2.306571428571428,0.8357142857142856
1741632622.7938292,72.85714285714286,0.0,45.3,0.0,-2.23,-81.1,14480725.0,0.0,0.0,-0.9026190476190478,0.40476190476190477
1741632622.9447143,7.428571428571429,0.0,45.2,0.0,-1.21,-81.9,14482445.0,0.0,0.0,-0.04993650793650794,0.04126984126984127
1741632622.993955,3.4285714285714284,0.0,45.0,0.0,-1.24,-82.5,14415189.0,0.0,0.0,-0.023619047619047616,0.019047619047619046
1741632623.0444446,1.5714285714285714,0.0,45.0,0.0,-1.24,-82.0,14349653.0,0.0,0.0,-0.010825396825396825,0.00873015873015873
1741632623.0946364,0.7142857142857143,0.0,45.0,0.0,-1.24,-81.9,14480725.0,0.0,0.0,-0.004920634920634921,0.003968253968253968
1741632623.1443515,0.2857142857142857,0.0,45.2,0.0,-1.24,-81.9,14548044.0,0.0,0.0,-0.001968253968253968,0.0015873015873015873
